/lib64/ld-linux-x86-64.so.2, 0x7f86e8992000, _dl_rtld_di_serinfo, 0x7f86e899bd60, 1826090
/lib64/ld-linux-x86-64.so.2, 0x7f86e8992000, _dl_catch_error, 0x7f86e89adec0, 82834
/lib/x86_64-linux-gnu/libc.so.6, 0x7f86d3958000, _dl_addr, 0x7f86d3abdec0, 59300
/usr/lib/x86_64-linux-gnu/libstdc++.so.6, 0x7f86d3f61000, _ZSt16__ostream_insertIcSt11char_traitsIcEERSt13basic_ostreamIT_T0_ES6_PKS3_l, 0x7f86d4074a40, 34476
/lib64/ld-linux-x86-64.so.2, 0x7f86e8992000, _dl_exception_free, 0x7f86e89a9e10, 29795
/usr/lib/x86_64-linux-gnu/libstdc++.so.6, 0x7f86d3f61000, _ZNSt13basic_filebufIcSt11char_traitsIcEE6xsputnEPKcl, 0x7f86d4050640, 27044
/usr/lib/x86_64-linux-gnu/libstdc++.so.6, 0x7f86d3f61000, _ZNSi3getERc, 0x7f86d405cbe0, 24382
/usr/lib/x86_64-linux-gnu/libstdc++.so.6, 0x7f86d3f61000, _ZNSt15basic_streambufIcSt11char_traitsIcEE6xsputnEPKcl, 0x7f86d4084430, 22987
/usr/lib/x86_64-linux-gnu/libstdc++.so.6, 0x7f86d3f61000, _ZNSi6sentryC1ERSib, 0x7f86d405c410, 18279
/usr/lib/x86_64-linux-gnu/libstdc++.so.6, 0x7f86d3f61000, _ZNSo6sentryC1ERSo, 0x7f86d40743e0, 14872
/lib64/ld-linux-x86-64.so.2, 0x7f86e8992000, _dl_debug_state, 0x7f86e89a2f60, 14534
/lib/x86_64-linux-gnu/libc.so.6, 0x7f86d3958000, __nss_group_lookup, 0x7f86d3ac1c80, 12398
/usr/lib/x86_64-linux-gnu/libstdc++.so.6, 0x7f86d3f61000, _ZNSt6locale5_Impl16_M_install_facetEPKNS_2idEPKNS_5facetE, 0x7f86d4005c50, 10920
/lib64/ld-linux-x86-64.so.2, 0x7f86e8992000, .text, 0x7f86e8992f10, 9863
/lib/x86_64-linux-gnu/libc.so.6, 0x7f86d3958000, btowc, 0x7f86d3a15470, 9216
/home/student/Desktop/Optimization/pin-3.18-98332-gaebd7b1e6-gcc-linux/source/tools/Utils/obj-intel64/cp-pin.exe, 0x400000, main, 0x400af0, 8831
/lib64/ld-linux-x86-64.so.2, 0x7f86e8992000, _dl_find_dso_for_object, 0x7f86e89a6800, 4384
/usr/lib/x86_64-linux-gnu/libstdc++.so.6, 0x7f86d3f61000, _ZNSo6sentryD1Ev, 0x7f86d4074450, 4056
/usr/lib/x86_64-linux-gnu/libstdc++.so.6, 0x7f86d3f61000, __dynamic_cast, 0x7f86d3ff23f0, 3952
/lib/x86_64-linux-gnu/libc.so.6, 0x7f86d3958000, wctob, 0x7f86d3a15630, 3200
/usr/lib/x86_64-linux-gnu/libstdc++.so.6, 0x7f86d3f61000, _ZNSt5ctypeIwE19_M_initialize_ctypeEv, 0x7f86d4029690, 2732
/lib/x86_64-linux-gnu/libc.so.6, 0x7f86d3958000, _IO_str_seekoff, 0x7f86d39e84f0, 2557
/usr/lib/x86_64-linux-gnu/libstdc++.so.6, 0x7f86d3f61000, _ZNK10__cxxabiv120__si_class_type_info12__do_dyncastElNS_17__class_type_info10__sub_kindEPKS1_PKvS4_S6_RNS1_16__dyncast_resultE, 0x7f86d3ff49e0, 2100
/lib64/ld-linux-x86-64.so.2, 0x7f86e8992000, __get_cpu_features, 0x7f86e89abbd0, 1635
/lib/x86_64-linux-gnu/libc.so.6, 0x7f86d3958000, __bzero, 0x7f86d3a13600, 1526
